"genus"	"species"	"latitude"	"longitude"	"source"
"Serrasalmus"	"Serrasalmus maculatus"	-19.576111	-57.012778	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-16.476583	-56.172722	"gbif"
"Myloplus"	"Myloplus levis"	-19.609444	-56.979167	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.609444	-56.979167	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.274167	-52.38	"gbif"
"Metynnis"	"Metynnis mola"	-19.609444	-56.979167	"gbif"
"Metynnis"	"Metynnis maculatus"	-19.886667	-55.278056	"gbif"
"Myloplus"	"Myloplus tiete"	-19.493611	-52.519722	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.537778	-52.520556	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.531944	-52.52	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.524444	-52.4875	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.52	-52.488333	"gbif"
"Myloplus"	"Myloplus tiete"	-19.551667	-52.5075	"gbif"
"Myleus"	""	-19.52	-52.488333	"gbif"
"Myloplus"	"Myloplus tiete"	-19.549167	-52.513611	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.490278	-52.525278	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.493611	-52.519722	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.52	-52.488333	"gbif"
"Myloplus"	"Myloplus tiete"	-19.5275	-52.488056	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.549167	-52.513611	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.5275	-52.488056	"gbif"
"Piaractus"	"Piaractus mesopotamicus"	-19.316667	-51.075278	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-19.58889	-56.18444	"gbif"
"Myloplus"	"Myloplus levis"	-20.566667	-54.295833	"gbif"
"Myloplus"	"Myloplus levis"	-20.565556	-54.296667	"gbif"
"Myloplus"	"Myloplus levis"	-20.539167	-54.274722	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-19.22	-57.815556	"gbif"
"Serrasalmus"	"Serrasalmus spilopleura"	-19.609444	-56.979167	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-19.576944	-57.011667	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.433333	-57.053056	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.433333	-57.053056	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.576111	-57.012778	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-19.576944	-57.011667	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-19.576111	-57.012778	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.609444	-56.979167	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.609444	-56.979167	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.514722	-57.098889	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-19.609444	-56.979167	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-19.576944	-57.011667	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-19.433333	-57.053056	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.576111	-57.012778	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-19.609444	-56.979167	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-19.609444	-56.979167	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.576111	-57.012778	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-19.514722	-57.098889	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-19.514722	-57.098889	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-19.576944	-57.011667	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-19.514722	-57.098889	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-19.576111	-57.012778	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-19.433333	-57.053056	"gbif"
"Mylossoma"	""	-19.576667	-57.018333	"gbif"
"Serrasalmus"	"Serrasalmus maculatus"	-19.514722	-57.098889	"gbif"
"Metynnis"	"Metynnis maculatus"	-19.609444	-56.979167	"gbif"
"Metynnis"	"Metynnis maculatus"	-19.629167	-55.607222	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-19.623333	-56.958333	"gbif"
"Piaractus"	"Piaractus mesopotamicus"	-19.576944	-57.011667	"gbif"
"Catoprion"	"Catoprion mento"	-19.623333	-56.958333	"gbif"
"Metynnis"	"Metynnis maculatus"	-19.576944	-57.011667	"gbif"
"Metynnis"	"Metynnis maculatus"	-19.576944	-57.011667	"gbif"
"Metynnis"	"Metynnis mola"	-19.576944	-57.011667	"gbif"
"Metynnis"	"Metynnis mola"	-19.637222	-55.354444	"gbif"
"Metynnis"	"Metynnis mola"	-19.252778	-57.092778	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-19.576944	-57.011667	"gbif"
"Metynnis"	"Metynnis mola"	-19.637222	-55.354444	"gbif"
"Metynnis"	"Metynnis mola"	-19.576944	-57.011667	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-19.576944	-57.011667	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-19.433333	-57.053056	"gbif"
"Catoprion"	"Catoprion mento"	-19.576944	-57.011667	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-19.576111	-57.012778	"gbif"
"Myloplus"	"Myloplus schomburgkii"	-13.849444	-53.256111	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-13.849444	-53.256111	"gbif"
"Serrasalmus"	"Serrasalmus hollandi"	-13.849444	-53.256111	"gbif"
"Mylossoma"	""	-4.369444	-70.208333	"gbif"
"Myloplus"	""	-13.849444	-53.256111	"gbif"
"Utiaritichthys"	"Utiaritichthys sennaebragai"	-12.796944	-56.008056	"gbif"
"Mylossoma"	""	-4.362778	-70.201389	"gbif"
"Serrasalmus"	""	-3.472222	-64.891667	"gbif"
"Metynnis"	""	-3.472222	-64.891667	"gbif"
"Serrasalmus"	""	-3.472222	-64.891667	"gbif"
"Myloplus"	""	-3.472222	-64.891667	"gbif"
"Serrasalmus"	""	-4.209444	-69.913056	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-4.324167	-70.214167	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-4.361111	-70.201389	"gbif"
"Myloplus"	""	0.860833	-51.200833	"gbif"
"Myloplus"	"Myloplus rubripinnis"	0.897778	-51.237778	"gbif"
"Myloplus"	""	0.860833	-51.200833	"gbif"
"Mylesinus"	"Mylesinus paraschomburgkii"	0.880556	-51.209444	"gbif"
"Myloplus"	"Myloplus rhomboidalis"	0.880556	-51.209444	"gbif"
"Metynnis"	""	0.880556	-51.209444	"gbif"
"Myloplus"	""	0.860833	-51.200833	"gbif"
"Serrasalmus"	""	-4.209444	-69.913056	"gbif"
"Mylesinus"	"Mylesinus paraschomburgkii"	0.860833	-51.200833	"gbif"
"Piaractus"	""	0.862778	-51.183333	"gbif"
"Mylossoma"	"Mylossoma duriventre"	0.853056	-51.194167	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	0.897778	-51.237778	"gbif"
"Serrasalmus"	"Serrasalmus eigenmanni"	0.897778	-51.237778	"gbif"
"Serrasalmus"	"Serrasalmus eigenmanni"	0.880556	-51.209444	"gbif"
"Pygocentrus"	"Pygocentrus piraya"	-19.572778	-39.934444	"gbif"
"Metynnis"	"Metynnis maculatus"	-19.691389	-40.013333	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-19.691389	-40.013333	"gbif"
"Metynnis"	"Metynnis maculatus"	-19.747278	-40.013917	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-19.572778	-39.934444	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-19.691389	-40.013333	"gbif"
"Metynnis"	"Metynnis maculatus"	-19.691389	-40.013333	"gbif"
"Metynnis"	"Metynnis maculatus"	-19.572778	-39.934444	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-19.691389	-40.013333	"gbif"
"Metynnis"	"Metynnis maculatus"	-19.745833	-39.588333	"gbif"
"Serrasalmus"	"Serrasalmus hollandi"	1.333	-74.633	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-2.072845	-74.367545	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	7.429981	-69.322786	"gbif"
"Serrasalmus"	""	2.249	-73.758	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	2.249	-73.758	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	2.249	-73.758	"gbif"
"Myleus"	""	5.533333	-55.166667	"gbif"
"Metynnis"	"Metynnis hypsauchen"	6	-58.5	"gbif"
"Metynnis"	""	6	-58.5	"gbif"
"Metynnis"	"Metynnis hypsauchen"	6	-58.5	"gbif"
"Pristobrycon"	"Pristobrycon aureus"	6	-58.5	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	6	-58.5	"gbif"
"Catoprion"	"Catoprion mento"	6	-58.5	"gbif"
"Catoprion"	"Catoprion mento"	6	-58.5	"gbif"
"Metynnis"	""	6	-58.5	"gbif"
"Metynnis"	""	5.811667	-68.903222	"gbif"
"Myloplus"	"Myloplus schomburgkii"	5.849472	-68.178472	"gbif"
"Pristobrycon"	"Pristobrycon striolatus"	5.942111	-68.168639	"gbif"
"Pristobrycon"	"Pristobrycon striolatus"	5.846667	-68.154778	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	5.815444	-68.209083	"gbif"
"Myloplus"	"Myloplus schomburgkii"	5.815444	-68.209083	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	5.815444	-68.209083	"gbif"
"Serrasalmus"	""	5.810833	-68.210111	"gbif"
"Serrasalmus"	""	5.818417	-68.209167	"gbif"
"Serrasalmus"	""	5.800694	-68.22225	"gbif"
"Myloplus"	"Myloplus schomburgkii"	5.800694	-68.22225	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	5.843861	-68.665639	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.843861	-68.665639	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.835528	-68.64025	"gbif"
"Pygopristis"	"Pygopristis denticulata"	5.835528	-68.64025	"gbif"
"Myleus"	"Myleus setiger"	5.7275	-68.506083	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	5.7275	-68.506083	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	5.74275	-68.475111	"gbif"
"Metynnis"	""	5.822444	-68.800611	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	5.74275	-68.475111	"gbif"
"Metynnis"	""	5.79525	-68.843389	"gbif"
"Serrasalmus"	""	5.79525	-68.843389	"gbif"
"Serrasalmus"	""	5.79525	-68.843389	"gbif"
"Metynnis"	"Metynnis hypsauchen"	5.79525	-68.843389	"gbif"
"Metynnis"	""	5.726389	-68.514778	"gbif"
"Serrasalmus"	""	5.836639	-68.787806	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	5.744639	-68.4795	"gbif"
"Pristobrycon"	"Pristobrycon striolatus"	5.744639	-68.4795	"gbif"
"Metynnis"	"Metynnis hypsauchen"	5.744639	-68.4795	"gbif"
"Metynnis"	""	5.726389	-68.514778	"gbif"
"Pristobrycon"	"Pristobrycon striolatus"	5.836639	-68.657889	"gbif"
"Catoprion"	"Catoprion mento"	5.836639	-68.657889	"gbif"
"Metynnis"	"Metynnis argenteus"	5.836639	-68.657889	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	5.836639	-68.657889	"gbif"
"Serrasalmus"	""	5.836639	-68.664389	"gbif"
"Catoprion"	"Catoprion mento"	5.836639	-68.657889	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.836639	-68.664389	"gbif"
"Pygocentrus"	"Pygocentrus piraya"	-19.47	-40.611944	"gbif"
"Metynnis"	"Metynnis maculatus"	-19.47	-40.611944	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-3.122836	-60.468828	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	1.132333	-74.292917	"gbif"
"Serrasalmus"	""	1.132333	-74.292917	"gbif"
"Serrasalmus"	"Serrasalmus eigenmanni"	0.858722	-74.089722	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.66039	-70.092797	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.662278	-71.1049	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.662278	-71.1049	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.73675	-71.141181	"gbif"
"Metynnis"	"Metynnis argenteus"	5.50625	-70.09545	"gbif"
"Metynnis"	"Metynnis argenteus"	5.506417	-71.033667	"gbif"
"Pygopristis"	"Pygopristis denticulata"	5.50625	-70.09545	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.660389	-70.092797	"gbif"
"Pristobrycon"	"Pristobrycon striolatus"	5.506417	-71.033667	"gbif"
"Catoprion"	"Catoprion mento"	5.506417	-71.033667	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.653972	-71.008722	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.609556	-71.118703	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.662278	-71.1049	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.705778	-71.101981	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.50625	-70.09545	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.61375	-71.109564	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.50625	-70.09545	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.73675	-71.141181	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.658056	-71.268694	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.660389	-70.092797	"gbif"
"Pristobrycon"	"Pristobrycon calmoni"	5.50625	-70.09545	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.50625	-70.09545	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.609556	-71.118703	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.660389	-70.092797	"gbif"
"Serrasalmus"	"Serrasalmus medinai"	5.61375	-71.109564	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.73675	-71.141181	"gbif"
"Metynnis"	"Metynnis argenteus"	5.50625	-70.09545	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.653972	-71.008722	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.506417	-71.033667	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.61375	-71.109564	"gbif"
"Pygopristis"	"Pygopristis denticulata"	5.50625	-70.09545	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.653972	-71.008722	"gbif"
"Serrasalmus"	"Serrasalmus medinai"	5.506417	-71.033667	"gbif"
"Metynnis"	"Metynnis hypsauchen"	5.506417	-71.033667	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	3.11345	-72.605131	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	3.366333	-73.571611	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	3.271417	-73.613083	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	3.241194	-73.4475	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	3.3385	-73.475139	"gbif"
"Catoprion"	"Catoprion mento"	3.113306	-72.606833	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	2.473417	-73.738528	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	2.352194	-73.738083	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	4.821397	-71.975328	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	4.779192	-72.044564	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	4.674736	-72.118472	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	4.821397	-71.975328	"gbif"
"Mylossoma"	""	5.575872	-70.719408	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	6.226408	-71.510989	"gbif"
"Serrasalmus"	"Serrasalmus eigenmanni"	6.176958	-71.550672	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.590881	-71.883364	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.530533	-71.856789	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.530533	-71.856789	"gbif"
"Metynnis"	"Metynnis hypsauchen"	5.591236	-70.701469	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.627711	-70.71305	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.591236	-70.701469	"gbif"
"Metynnis"	"Metynnis argenteus"	5.591236	-70.701469	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.624597	-70.7054	"gbif"
"Metynnis"	"Metynnis argenteus"	5.575872	-70.719408	"gbif"
"Metynnis"	"Metynnis argenteus"	5.608444	-70.730353	"gbif"
"Metynnis"	"Metynnis argenteus"	5.607042	-70.730758	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.518922	-71.855833	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.591236	-70.701469	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.623367	-70.688603	"gbif"
"Pygopristis"	"Pygopristis denticulata"	5.575872	-70.719408	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.575872	-70.719408	"gbif"
"Mylossoma"	"Mylossoma duriventre"	5.509944	-71.855111	"gbif"
"Mylossoma"	"Mylossoma duriventre"	5.552194	-71.913467	"gbif"
"Metynnis"	"Metynnis hypsauchen"	6.000306	-70.204306	"gbif"
"Pristobrycon"	"Pristobrycon striolatus"	6.22025	-69.904028	"gbif"
"Metynnis"	"Metynnis argenteus"	6.038472	-70.211667	"gbif"
"Myloplus"	"Myloplus rubripinnis"	6.223667	-69.888028	"gbif"
"Myloplus"	"Myloplus rubripinnis"	6.000306	-70.204306	"gbif"
"Pristobrycon"	""	6.000306	-70.204306	"gbif"
"Pygopristis"	"Pygopristis denticulata"	6.038472	-70.211667	"gbif"
"Pygopristis"	"Pygopristis denticulata"	6.001778	-70.233694	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	6.19325	-71.591389	"gbif"
"Pygopristis"	"Pygopristis denticulata"	6.000306	-70.204306	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.552194	-71.913467	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.586056	-71.838611	"gbif"
"Catoprion"	"Catoprion mento"	6.038472	-70.211667	"gbif"
"Serrasalmus"	""	5.797106	-70.983708	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.323351	-71.494361	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.797106	-70.983708	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.233482	-71.083064	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.236846	-71.020614	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.323351	-71.494361	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.233482	-71.083064	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.397518	-71.600966	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.323351	-71.149436	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.391665	-71.613783	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.345636	-71.526043	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.233482	-71.083064	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.301706	-71.379042	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.415292	-71.585503	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.323351	-71.494361	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.165179	-71.035207	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.391665	-71.613783	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.301706	-71.379042	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.323351	-71.494361	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	5.397518	-71.600966	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.415292	-71.585503	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.406808	-71.617502	"gbif"
"Pygopristis"	"Pygopristis denticulata"	3.131494	-72.914255	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	3.131494	-72.914255	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	3.127888	-72.914634	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.232858	-72.974564	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	3.234703	-72.975311	"gbif"
"Serrasalmus"	"Serrasalmus irritans"	3.270384	-72.867901	"gbif"
"Catoprion"	"Catoprion mento"	3.270384	-72.867901	"gbif"
"Pygopristis"	"Pygopristis denticulata"	3.270384	-72.867901	"gbif"
"Pygocentrus"	""	3.127888	-72.914634	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	4.900829	-71.453453	"gbif"
"Colossoma"	"Colossoma macropomum"	4.082081	-72.915418	"gbif"
"Metynnis"	"Metynnis orinocensis"	4.900829	-71.453453	"gbif"
"Metynnis"	"Metynnis orinocensis"	4.895302	-71.434159	"gbif"
"Catoprion"	"Catoprion mento"	4.821643	-71.282122	"gbif"
"Pristobrycon"	"Pristobrycon striolatus"	4.270429	-72.071162	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	4.832359	-71.469237	"gbif"
"Catoprion"	"Catoprion mento"	4.821643	-71.282122	"gbif"
"Mylossoma"	"Mylossoma aureum"	4.316674	-72.077762	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	4.821643	-71.282122	"gbif"
"Catoprion"	"Catoprion mento"	4.085	-72.95528	"gbif"
"Catoprion"	"Catoprion mento"	4.821643	-71.282122	"gbif"
"Catoprion"	"Catoprion mento"	4.821166	-71.283346	"gbif"
"Catoprion"	"Catoprion mento"	4.821166	-71.283346	"gbif"
"Catoprion"	"Catoprion mento"	4.821643	-71.282122	"gbif"
"Catoprion"	"Catoprion mento"	4.821643	-71.282122	"gbif"
"Catoprion"	"Catoprion mento"	4.821643	-71.282122	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	4.821643	-71.282122	"gbif"
"Pygopristis"	"Pygopristis denticulata"	4.821643	-71.282122	"gbif"
"Pristobrycon"	"Pristobrycon calmoni"	5.995194	-67.426222	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	4.307361	-72.555639	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	4.307278	-72.555639	"gbif"
"Mylossoma"	"Mylossoma aureum"	4.307361	-72.555639	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.307278	-72.555639	"gbif"
"Serrasalmus"	""	4.307361	-72.555639	"gbif"
"Catoprion"	"Catoprion mento"	4.827126	-71.434869	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	4.307278	-72.555639	"gbif"
"Metynnis"	"Metynnis hypsauchen"	4.827126	-71.434869	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	4.894094	-71.379747	"gbif"
"Pristobrycon"	"Pristobrycon aureus"	3.887519	-73.475312	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.878176	-73.512782	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.88903	-73.47502	"gbif"
"Myleus"	""	-4.2152	-69.9405	"gbif"
"Metynnis"	""	-4.2152	-69.9405	"gbif"
"Myleus"	""	-4.2152	-69.9405	"gbif"
"Catoprion"	"Catoprion mento"	3.66179	-73.608087	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.996889	-73.574778	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.996889	-73.574778	"gbif"
"Catoprion"	"Catoprion mento"	4.899814	-71.442278	"gbif"
"Metynnis"	"Metynnis argenteus"	4.899814	-71.442278	"gbif"
"Myloplus"	"Myloplus torquatus"	4.899814	-71.442278	"gbif"
"Catoprion"	"Catoprion mento"	4.899814	-71.442278	"gbif"
"Pristobrycon"	"Pristobrycon calmoni"	4.899814	-71.442278	"gbif"
"Metynnis"	"Metynnis argenteus"	4.899814	-71.442278	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	4.899814	-71.442278	"gbif"
"Myloplus"	"Myloplus schomburgkii"	4.329544	-72.073967	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	4.30729	-72.555382	"gbif"
"Serrasalmus"	""	4.30729	-72.555382	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	4.30729	-72.555382	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.30729	-72.555382	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	4.30729	-72.555382	"gbif"
"Pristobrycon"	""	4.329544	-72.073967	"gbif"
"Catoprion"	"Catoprion mento"	4.236927	-72.534501	"gbif"
"Mylossoma"	"Mylossoma aureum"	4.30729	-72.555382	"gbif"
"Pristobrycon"	"Pristobrycon aureus"	-1.277944	-69.955472	"gbif"
"Pristobrycon"	"Pristobrycon aureus"	9.89833	-73.57192	"gbif"
"Catoprion"	"Catoprion mento"	4.236784	-72.52446	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-1.296222	-69.954222	"gbif"
"Mylossoma"	""	4.329544	-72.073967	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-1.277944	-69.955472	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-1.277944	-69.955472	"gbif"
"Catoprion"	"Catoprion mento"	4.236927	-72.534501	"gbif"
"Metynnis"	"Metynnis hypsauchen"	-1.277944	-69.955472	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-1.277944	-69.955472	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-1.296222	-69.954222	"gbif"
"Mylossoma"	"Mylossoma duriventre"	3.90185	-73.08154	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-1.277944	-69.955472	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-1.277944	-69.955472	"gbif"
"Pristobrycon"	"Pristobrycon aureus"	-1.296222	-69.954222	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-1.24583	-69.7219	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-1.24583	-69.7219	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-1.24583	-69.7219	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-1.312989	-69.994489	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-1.277944	-69.955472	"gbif"
"Pristobrycon"	""	-1.296222	-69.954222	"gbif"
"Myloplus"	"Myloplus torquatus"	-1.277944	-69.955472	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-1.296222	-69.954222	"gbif"
"Myloplus"	"Myloplus torquatus"	-1.277944	-69.955472	"gbif"
"Tometes"	""	0.791304	-73.971452	"gbif"
"Pristobrycon"	""	-1.296222	-69.954222	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-1.24583	-69.7219	"gbif"
"Myloplus"	"Myloplus torquatus"	-1.277944	-69.955472	"gbif"
"Metynnis"	"Metynnis hypsauchen"	-1.277944	-69.955472	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-1.277944	-69.955472	"gbif"
"Serrasalmus"	""	-1.24583	-69.7219	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-1.277944	-69.955472	"gbif"
"Serrasalmus"	"Serrasalmus hollandi"	4.180043	-77.082023	"gbif"
"Catoprion"	"Catoprion mento"	4.281412	-72.53954	"gbif"
"Catoprion"	"Catoprion mento"	4.281412	-72.53954	"gbif"
"Catoprion"	"Catoprion mento"	4.281412	-72.53954	"gbif"
